InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID
536381,82567,2,2010-12-01 9:41,2.1,15311
536381,21672,6,2010-12-01 9:41,1.25,15311
536381,22774,24,2010-12-01 9:41,1.25,15311
536381,22771,24,2010-12-01 9:41,1.25,15311
536381,71270,1,2010-12-01 9:41,1.25,15311
536381,22262,1,2010-12-01 9:41,0.85,15311
536381,22637,1,2010-12-01 9:41,2.55,15311
536381,21934,10,2010-12-01 9:41,1.65,15311
536381,21169,3,2010-12-01 9:41,1.69,15311
536381,21166,1,2010-12-01 9:41,1.95,15311
536381,21175,2,2010-12-01 9:41,2.1,15311
536381,37444A,1,2010-12-01 9:41,2.95,15311
536381,37444C,1,2010-12-01 9:41,2.95,15311
536381,22086,4,2010-12-01 9:41,2.95,15311
536381,22083,1,2010-12-01 9:41,2.95,15311
536381,84971S,6,2010-12-01 9:41,0.85,15311
536381,71270,3,2010-12-01 9:41,1.25,15311
536381,47580,2,2010-12-01 9:41,2.55,15311
536381,22261,1,2010-12-01 9:41,0.85,15311
536381,84832,1,2010-12-01 9:41,0.85,15311
536381,22644,1,2010-12-01 9:41,1.45,15311
536381,21533,1,2010-12-01 9:41,4.95,15311
536381,21557,2,2010-12-01 9:41,2.95,15311
536381,15056BL,2,2010-12-01 9:41,5.95,15311
536381,15056N,2,2010-12-01 9:41,5.95,15311
536381,22646,4,2010-12-01 9:41,1.45,15311
536381,22176,1,2010-12-01 9:41,2.95,15311
536381,22438,1,2010-12-01 9:41,1.95,15311
536381,21731,2,2010-12-01 9:41,1.65,15311
536381,22778,3,2010-12-01 9:41,3.95,15311
536381,22719,36,2010-12-01 9:41,1.06,15311
536381,21523,10,2010-12-01 9:41,6.75,15311
C536379,D,-1,2010-12-01 9:41,27.5,14527
536382,10002,12,2010-12-01 9:45,0.85,16098
536382,21912,8,2010-12-01 9:45,3.75,16098
536382,21832,12,2010-12-01 9:45,1.65,16098
536382,22411,10,2010-12-01 9:45,1.95,16098
536382,22379,10,2010-12-01 9:45,2.1,16098
536382,22381,50,2010-12-01 9:45,1.85,16098
536382,22798,8,2010-12-01 9:45,2.95,16098
536382,22726,4,2010-12-01 9:45,3.75,16098
536382,22926,12,2010-12-01 9:45,5.95,16098
536382,22839,2,2010-12-01 9:45,14.95,16098
536382,22838,2,2010-12-01 9:45,14.95,16098
536382,22783,4,2010-12-01 9:45,16.95,16098
C536383,35004C,-1,2010-12-01 9:49,4.65,15311
536384,82484,3,2010-12-01 9:53,6.45,18074
536384,84755,48,2010-12-01 9:53,0.65,18074
536384,22464,12,2010-12-01 9:53,1.65,18074
536384,21324,6,2010-12-01 9:53,2.95,18074
536384,22457,12,2010-12-01 9:53,2.95,18074
536384,22469,40,2010-12-01 9:53,1.45,18074
536384,22470,40,2010-12-01 9:53,2.55,18074
536384,22224,6,2010-12-01 9:53,2.95,18074
536384,21340,2,2010-12-01 9:53,12.75,18074
536384,22189,4,2010-12-01 9:53,3.95,18074
536384,22427,3,2010-12-01 9:53,5.95,18074
536384,22428,6,2010-12-01 9:53,6.95,18074
536384,22424,8,2010-12-01 9:53,10.95,18074
536385,22783,1,2010-12-01 9:56,19.95,17420
536385,22961,12,2010-12-01 9:56,1.45,17420
536385,22960,6,2010-12-01 9:56,4.25,17420
536385,22663,10,2010-12-01 9:56,1.95,17420
536385,85049A,12,2010-12-01 9:56,1.25,17420
536385,22168,2,2010-12-01 9:56,8.5,17420
536385,22662,10,2010-12-01 9:56,1.65,17420
536386,84880,36,2010-12-01 9:57,4.95,16029
536386,85099C,100,2010-12-01 9:57,1.65,16029
536386,85099B,100,2010-12-01 9:57,1.65,16029
536387,79321,192,2010-12-01 9:58,3.82,16029
536387,22780,192,2010-12-01 9:58,3.37,16029
536387,22779,192,2010-12-01 9:58,3.37,16029
536387,22466,432,2010-12-01 9:58,1.45,16029
536387,21731,432,2010-12-01 9:58,1.25,16029
536388,21754,3,2010-12-01 9:59,5.95,16250
536388,21755,3,2010-12-01 9:59,5.95,16250
536388,21523,2,2010-12-01 9:59,7.95,16250
536388,21363,3,2010-12-01 9:59,4.95,16250
536388,21411,3,2010-12-01 9:59,4.25,16250
536388,22318,6,2010-12-01 9:59,2.95,16250
536388,22464,12,2010-12-01 9:59,1.65,16250
536388,22915,12,2010-12-01 9:59,0.42,16250
536388,22922,12,2010-12-01 9:59,0.85,16250
536388,22969,12,2010-12-01 9:59,1.45,16250
536388,22923,12,2010-12-01 9:59,0.85,16250
536388,21115,4,2010-12-01 9:59,6.75,16250
536388,22469,12,2010-12-01 9:59,1.65,16250
536388,22242,12,2010-12-01 9:59,1.65,16250
536389,22941,6,2010-12-01 10:03,8.5,12431
536389,21622,8,2010-12-01 10:03,4.95,12431
536389,21791,12,2010-12-01 10:03,1.25,12431
536389,35004C,6,2010-12-01 10:03,5.45,12431
536389,35004G,4,2010-12-01 10:03,6.35,12431
536389,85014B,6,2010-12-01 10:03,5.95,12431
536389,85014A,3,2010-12-01 10:03,5.95,12431
536389,22193,2,2010-12-01 10:03,8.5,12431
536389,22726,4,2010-12-01 10:03,3.75,12431
536389,22727,4,2010-12-01 10:03,3.75,12431
536389,22192,2,2010-12-01 10:03,8.5,12431
536389,22191,2,2010-12-01 10:03,8.5,12431
536389,22195,24,2010-12-01 10:03,1.65,12431
536389,22196,24,2010-12-01 10:03,0.85,12431
536390,22941,2,2010-12-01 10:19,8.5,17511
536390,22960,12,2010-12-01 10:19,3.75,17511
536390,22961,12,2010-12-01 10:19,1.45,17511
536390,22962,48,2010-12-01 10:19,0.72,17511
536390,22963,48,2010-12-01 10:19,0.72,17511
536390,22968,8,2010-12-01 10:19,8.5,17511
536390,84970S,144,2010-12-01 10:19,0.64,17511
536390,22910,40,2010-12-01 10:19,2.55,17511
536390,20668,288,2010-12-01 10:19,0.1,17511
536390,85123A,64,2010-12-01 10:19,2.55,17511
536390,22197,100,2010-12-01 10:19,0.72,17511
536390,22198,50,2010-12-01 10:19,1.45,17511
536390,21533,12,2010-12-01 10:19,4.25,17511
536390,21080,96,2010-12-01 10:19,0.64,17511
536390,21094,96,2010-12-01 10:19,0.64,17511
536390,21086,48,2010-12-01 10:19,0.65,17511
536390,21786,144,2010-12-01 10:19,0.32,17511
536390,22654,40,2010-12-01 10:19,4.95,17511
536390,21485,24,2010-12-01 10:19,4.25,17511
536390,84029G,24,2010-12-01 10:19,3.39,17511
536390,84030E,24,2010-12-01 10:19,3.75,17511
536390,22174,48,2010-12-01 10:19,1.48,17511
536390,22969,96,2010-12-01 10:19,1.25,17511
536390,85099B,100,2010-12-01 10:19,1.65,17511
C536391,22556,-12,2010-12-01 10:24,1.65,17548
C536391,21984,-24,2010-12-01 10:24,0.29,17548
C536391,21983,-24,2010-12-01 10:24,0.29,17548
C536391,21980,-24,2010-12-01 10:24,0.29,17548
C536391,21484,-12,2010-12-01 10:24,3.45,17548
C536391,22557,-12,2010-12-01 10:24,1.65,17548
C536391,22553,-24,2010-12-01 10:24,1.65,17548
536392,22150,6,2010-12-01 10:29,1.95,13705
536392,22619,4,2010-12-01 10:29,3.75,13705
536392,21891,12,2010-12-01 10:29,1.25,13705
536392,21889,12,2010-12-01 10:29,1.25,13705
536392,22827,1,2010-12-01 10:29,165,13705
536392,22127,12,2010-12-01 10:29,1.25,13705
536392,22128,12,2010-12-01 10:29,1.25,13705
536392,22502,4,2010-12-01 10:29,5.95,13705
536392,84879,16,2010-12-01 10:29,1.69,13705
536392,22338,24,2010-12-01 10:29,0.65,13705
536393,22180,8,2010-12-01 10:37,9.95,13747
536394,21506,24,2010-12-01 10:39,0.42,13408
536394,22633,96,2010-12-01 10:39,1.85,13408
536394,22866,96,2010-12-01 10:39,1.85,13408
536394,22865,96,2010-12-01 10:39,1.85,13408
536394,22632,96,2010-12-01 10:39,1.85,13408
536394,21485,12,2010-12-01 10:39,4.95,13408
536394,22349,12,2010-12-01 10:39,3.75,13408
536394,22558,48,2010-12-01 10:39,1.25,13408
536394,85152,12,2010-12-01 10:39,2.1,13408
536394,85123A,32,2010-12-01 10:39,2.55,13408
536394,22652,20,2010-12-01 10:39,1.65,13408
536395,22188,8,2010-12-01 10:47,3.95,13767
536395,84879,32,2010-12-01 10:47,1.69,13767
536395,21977,24,2010-12-01 10:47,0.55,13767
536395,84991,24,2010-12-01 10:47,0.55,13767
536395,21212,24,2010-12-01 10:47,0.55,13767
536395,21484,8,2010-12-01 10:47,3.45,13767
536395,21314,8,2010-12-01 10:47,2.1,13767
536395,22730,4,2010-12-01 10:47,3.75,13767
536395,22727,8,2010-12-01 10:47,3.75,13767
536395,22729,8,2010-12-01 10:47,3.75,13767
536395,22726,8,2010-12-01 10:47,3.75,13767
536395,22114,8,2010-12-01 10:47,3.95,13767
536395,22867,48,2010-12-01 10:47,2.1,13767
536395,22866,48,2010-12-01 10:47,2.1,13767
536396,85123A,6,2010-12-01 10:51,2.55,17850
536396,71053,6,2010-12-01 10:51,3.39,17850
536396,84406B,8,2010-12-01 10:51,2.75,17850
536396,15056BL,6,2010-12-01 10:51,4.95,17850
536396,20679,6,2010-12-01 10:51,4.95,17850
536396,37370,6,2010-12-01 10:51,1.06,17850
536396,21871,6,2010-12-01 10:51,1.06,17850
536396,21071,6,2010-12-01 10:51,1.06,17850
536396,21068,6,2010-12-01 10:51,1.06,17850
536396,82483,2,2010-12-01 10:51,4.95,17850
536396,82486,4,2010-12-01 10:51,6.95,17850
536396,82482,6,2010-12-01 10:51,2.1,17850
536396,82494L,12,2010-12-01 10:51,2.55,17850
536396,84029G,6,2010-12-01 10:51,3.39,17850
536396,84029E,6,2010-12-01 10:51,3.39,17850
536396,22752,2,2010-12-01 10:51,7.65,17850
536396,22803,2,2010-12-01 10:51,35.75,17850
536396,21730,6,2010-12-01 10:51,4.25,17850
536397,35004B,12,2010-12-01 10:51,4.65,17924
536397,35004C,48,2010-12-01 10:51,4.65,17924
536398,21980,24,2010-12-01 10:52,0.29,13448
536398,21844,6,2010-12-01 10:52,2.95,13448
536398,22468,4,2010-12-01 10:52,6.75,13448
536398,22637,8,2010-12-01 10:52,2.55,13448
536398,22752,6,2010-12-01 10:52,8.5,13448
536398,48185,2,2010-12-01 10:52,7.95,13448
536398,22632,12,2010-12-01 10:52,2.1,13448
536398,22866,12,2010-12-01 10:52,2.1,13448
536398,22865,12,2010-12-01 10:52,2.1,13448
536398,21232,12,2010-12-01 10:52,1.25,13448
536398,22064,12,2010-12-01 10:52,1.65,13448
536398,22449,6,2010-12-01 10:52,3.35,13448
536398,22114,4,2010-12-01 10:52,3.95,13448
536398,22835,8,2010-12-01 10:52,4.65,13448
536398,22112,9,2010-12-01 10:52,4.95,13448
536398,21479,4,2010-12-01 10:52,3.75,13448
536398,22111,9,2010-12-01 10:52,4.95,13448
536399,22632,6,2010-12-01 10:52,1.85,17850
536399,22633,6,2010-12-01 10:52,1.85,17850
536400,22969,12,2010-12-01 10:53,1.45,13448
536401,22110,1,2010-12-01 11:21,2.55,15862
536401,22098,1,2010-12-01 11:21,1.25,15862
536401,22100,2,2010-12-01 11:21,1.25,15862
536401,22766,1,2010-12-01 11:21,2.95,15862
536401,22451,1,2010-12-01 11:21,3.35,15862
536401,22549,1,2010-12-01 11:21,1.45,15862
536401,84744,1,2010-12-01 11:21,1.25,15862
536401,85049E,2,2010-12-01 11:21,1.25,15862
536401,21328,1,2010-12-01 11:21,1.65,15862
536401,22961,4,2010-12-01 11:21,1.45,15862
536401,17091A,1,2010-12-01 11:21,1.25,15862
536401,22473,1,2010-12-01 11:21,4.95,15862
536401,84509A,2,2010-12-01 11:21,3.75,15862
536401,84510A,2,2010-12-01 11:21,1.25,15862
536401,22767,2,2010-12-01 11:21,9.95,15862
536401,22768,1,2010-12-01 11:21,9.95,15862
536401,21463,1,2010-12-01 11:21,5.95,15862
536401,21464,1,2010-12-01 11:21,4.25,15862
536401,20820,3,2010-12-01 11:21,4.95,15862
536401,85150,1,2010-12-01 11:21,2.55,15862
536401,22117,1,2010-12-01 11:21,2.95,15862
536401,21169,2,2010-12-01 11:21,1.69,15862
536401,48129,1,2010-12-01 11:21,7.95,15862
536401,82580,1,2010-12-01 11:21,0.55,15862
536401,82578,1,2010-12-01 11:21,0.55,15862
536401,82581,2,2010-12-01 11:21,0.55,15862
536401,22413,4,2010-12-01 11:21,2.95,15862
536401,21907,2,2010-12-01 11:21,2.1,15862
536401,22441,1,2010-12-01 11:21,2.1,15862
536401,21122,1,2010-12-01 11:21,1.25,15862
536401,22851,1,2010-12-01 11:21,0.85,15862
536401,84991,3,2010-12-01 11:21,0.55,15862
536401,22810,1,2010-12-01 11:21,2.95,15862
536401,22809,1,2010-12-01 11:21,2.95,15862
536401,22435,2,2010-12-01 11:21,1.25,15862
536401,20966,3,2010-12-01 11:21,1.25,15862
536401,20963,1,2010-12-01 11:21,1.25,15862
536401,20961,1,2010-12-01 11:21,1.25,15862
536401,22068,2,2010-12-01 11:21,1.65,15862
536401,21743,2,2010-12-01 11:21,2.95,15862
536401,21744,2,2010-12-01 11:21,2.95,15862
536401,84709B,1,2010-12-01 11:21,5.95,15862
536401,21592,1,2010-12-01 11:21,1.25,15862
536401,21587,2,2010-12-01 11:21,2.55,15862
536401,20992,9,2010-12-01 11:21,0.85,15862
536401,22662,1,2010-12-01 11:21,1.65,15862
536401,85123A,4,2010-12-01 11:21,2.95,15862
536401,22804,3,2010-12-01 11:21,2.95,15862
536401,82483,1,2010-12-01 11:21,5.95,15862
536401,20749,1,2010-12-01 11:21,7.95,15862
536401,20725,1,2010-12-01 11:21,1.65,15862
536401,22382,2,2010-12-01 11:21,1.65,15862
536401,20726,1,2010-12-01 11:21,1.65,15862
536401,22384,1,2010-12-01 11:21,1.65,15862
536401,22467,5,2010-12-01 11:21,2.55,15862
536401,84625C,3,2010-12-01 11:21,2.95,15862
536401,84625A,3,2010-12-01 11:21,2.95,15862
536401,21108,9,2010-12-01 11:21,2.55,15862
536401,22848,1,2010-12-01 11:21,16.95,15862
536401,21033,4,2010-12-01 11:21,2.95,15862
536401,47570B,1,2010-12-01 11:21,10.65,15862
536401,84030E,1,2010-12-01 11:21,4.25,15862
536401,22428,2,2010-12-01 11:21,6.95,15862
536401,22502,2,2010-12-01 11:21,5.95,15862
536402,22086,40,2010-12-01 11:22,2.55,15513
536402,22910,40,2010-12-01 11:22,2.55,15513
536402,22837,36,2010-12-01 11:22,4.25,15513
536403,22867,96,2010-12-01 11:27,1.85,12791
536403,POST,1,2010-12-01 11:27,15,12791
536404,22297,24,2010-12-01 11:29,1.25,16218
536404,22771,12,2010-12-01 11:29,1.25,16218
536404,22772,12,2010-12-01 11:29,1.25,16218
536404,22773,12,2010-12-01 11:29,1.25,16218
536404,22805,12,2010-12-01 11:29,1.25,16218
536404,22469,12,2010-12-01 11:29,1.65,16218
536404,22197,36,2010-12-01 11:29,0.85,16218
536404,21125,12,2010-12-01 11:29,1.25,16218
536404,21126,12,2010-12-01 11:29,1.25,16218
536404,85049C,12,2010-12-01 11:29,1.25,16218
536404,85049D,12,2010-12-01 11:29,1.25,16218
536404,85049E,12,2010-12-01 11:29,1.25,16218
536404,85049G,12,2010-12-01 11:29,1.25,16218
536404,21061,12,2010-12-01 11:29,0.85,16218
536404,21063,12,2010-12-01 11:29,0.85,16218
536404,21062,12,2010-12-01 11:29,0.85,16218
536404,84380,12,2010-12-01 11:29,1.25,16218
536404,84378,12,2010-12-01 11:29,1.25,16218
536404,22964,12,2010-12-01 11:29,2.1,16218
536404,21213,24,2010-12-01 11:29,0.55,16218
536404,22417,24,2010-12-01 11:29,0.55,16218
536404,21212,24,2010-12-01 11:29,0.55,16218
536404,84992,24,2010-12-01 11:29,0.55,16218
536404,21975,24,2010-12-01 11:29,0.55,16218
536404,22383,10,2010-12-01 11:29,1.65,16218
536404,20728,10,2010-12-01 11:29,1.65,16218
536404,20727,10,2010-12-01 11:29,1.65,16218
536404,22296,24,2010-12-01 11:29,1.65,16218
536405,20914,128,2010-12-01 11:32,2.55,14045
536406,85123A,8,2010-12-01 11:33,2.55,17850
536406,71053,8,2010-12-01 11:33,3.39,17850
536406,84406B,8,2010-12-01 11:33,2.75,17850
536406,20679,6,2010-12-01 11:33,4.95,17850
536406,37370,6,2010-12-01 11:33,1.06,17850
536406,21871,6,2010-12-01 11:33,1.06,17850
536406,21071,6,2010-12-01 11:33,1.06,17850
536406,21068,6,2010-12-01 11:33,1.06,17850
536406,82483,4,2010-12-01 11:33,4.95,17850
536406,82486,4,2010-12-01 11:33,6.95,17850
536406,82482,6,2010-12-01 11:33,2.1,17850
536406,82494L,6,2010-12-01 11:33,2.55,17850
536406,84029G,6,2010-12-01 11:33,3.39,17850
536406,84029E,6,2010-12-01 11:33,3.39,17850
536406,22752,2,2010-12-01 11:33,7.65,17850
536406,22803,2,2010-12-01 11:33,35.75,17850
536406,21730,6,2010-12-01 11:33,4.25,17850
536407,22632,6,2010-12-01 11:34,1.85,17850
536407,22633,6,2010-12-01 11:34,1.85,17850
536408,22537,24,2010-12-01 11:41,0.42,14307
536408,22533,24,2010-12-01 11:41,0.42,14307
536408,20982,12,2010-12-01 11:41,0.85,14307
536408,21832,12,2010-12-01 11:41,1.65,14307
536408,21915,12,2010-12-01 11:41,1.25,14307
536408,21914,12,2010-12-01 11:41,1.25,14307
536408,21544,12,2010-12-01 11:41,0.85,14307
536408,22813,12,2010-12-01 11:41,1.95,14307
536408,22114,4,2010-12-01 11:41,3.95,14307
536408,84029E,4,2010-12-01 11:41,3.75,14307
536408,21479,4,2010-12-01 11:41,3.75,14307
536408,22964,6,2010-12-01 11:41,2.1,14307
536408,84375,12,2010-12-01 11:41,2.1,14307
536408,22418,24,2010-12-01 11:41,0.85,14307
536408,22178,12,2010-12-01 11:41,1.25,14307
536408,84970L,12,2010-12-01 11:41,0.95,14307
536408,21733,6,2010-12-01 11:41,2.95,14307
536408,22465,12,2010-12-01 11:41,1.65,14307
536408,84949,6,2010-12-01 11:41,1.65,14307
536408,20685,2,2010-12-01 11:41,7.95,14307
536408,48194,2,2010-12-01 11:41,7.95,14307
536408,22488,12,2010-12-01 11:41,1.65,14307
536408,22219,12,2010-12-01 11:41,0.85,14307
536408,84879,8,2010-12-01 11:41,1.69,14307
536408,21754,3,2010-12-01 11:41,5.95,14307
536408,21755,3,2010-12-01 11:41,5.95,14307
536408,22766,8,2010-12-01 11:41,2.95,14307
536408,22610,36,2010-12-01 11:41,0.85,14307
536408,22716,12,2010-12-01 11:41,0.42,14307
536408,22706,25,2010-12-01 11:41,0.42,14307
536408,22371,4,2010-12-01 11:41,4.25,14307
536408,85014B,3,2010-12-01 11:41,5.95,14307
536408,85014A,3,2010-12-01 11:41,5.95,14307
536408,84997B,6,2010-12-01 11:41,3.75,14307
536408,21212,24,2010-12-01 11:41,0.55,14307
536408,21210,12,2010-12-01 11:41,1.45,14307
536408,22914,3,2010-12-01 11:41,4.95,14307
536408,22553,12,2010-12-01 11:41,1.65,14307
536408,16237,30,2010-12-01 11:41,0.21,14307
536408,22714,12,2010-12-01 11:41,0.42,14307
536408,22812,12,2010-12-01 11:41,1.95,14307
536408,84347,6,2010-12-01 11:41,2.55,14307
536408,21587,12,2010-12-01 11:41,2.55,14307
536408,22736,10,2010-12-01 11:41,1.65,14307
536408,22492,36,2010-12-01 11:41,0.65,14307
536408,22620,12,2010-12-01 11:41,1.25,14307
536408,22619,4,2010-12-01 11:41,3.75,14307
536408,21705,12,2010-12-01 11:41,1.65,14307
536409,90199C,3,2010-12-01 11:45,6.35,17908
536409,21479,1,2010-12-01 11:45,3.75,17908
536409,22111,1,2010-12-01 11:45,4.95,17908
536409,22785,1,2010-12-01 11:45,6.75,17908
536409,22975,1,2010-12-01 11:45,1.25,17908
536409,22972,1,2010-12-01 11:45,1.65,17908
536409,22866,1,2010-12-01 11:45,2.1,17908
536409,22568,1,2010-12-01 11:45,3.75,17908
536409,85116,1,2010-12-01 11:45,2.1,17908
536409,22664,1,2010-12-01 11:45,2.1,17908
536409,21609,1,2010-12-01 11:45,2.95,17908
536409,21866,1,2010-12-01 11:45,1.25,17908
536409,20669,1,2010-12-01 11:45,1.25,17908
536409,90129F,1,2010-12-01 11:45,2.95,17908
536409,90210B,1,2010-12-01 11:45,2.95,17908
536409,90199C,1,2010-12-01 11:45,6.35,17908
536409,21955,1,2010-12-01 11:45,7.95,17908
536409,72802C,1,2010-12-01 11:45,4.25,17908
536409,22109,1,2010-12-01 11:45,3.75,17908
536409,85116,5,2010-12-01 11:45,2.1,17908
536409,22531,1,2010-12-01 11:45,0.42,17908
536409,21811,1,2010-12-01 11:45,1.25,17908
536409,22183,1,2010-12-01 11:45,6.75,17908
536409,21678,6,2010-12-01 11:45,0.85,17908
536409,21676,6,2010-12-01 11:45,0.85,17908
536409,84625A,1,2010-12-01 11:45,2.95,17908
536409,84625C,3,2010-12-01 11:45,2.95,17908
536409,21931,2,2010-12-01 11:45,1.95,17908
536409,85169B,12,2010-12-01 11:45,1.25,17908
536409,16238,28,2010-12-01 11:45,0.21,17908
536409,20668,24,2010-12-01 11:45,0.12,17908
536409,84906,1,2010-12-01 11:45,5.95,17908
536409,21867,1,2010-12-01 11:45,1.25,17908
536409,22075,1,2010-12-01 11:45,1.65,17908
536409,21866,1,2010-12-01 11:45,1.25,17908
536409,21326,12,2010-12-01 11:45,0.65,17908
536409,21065,1,2010-12-01 11:45,5.95,17908
536409,22074,1,2010-12-01 11:45,1.65,17908
536409,22900,1,2010-12-01 11:45,2.95,17908
536409,20713,1,2010-12-01 11:45,1.95,17908
536409,20966,2,2010-12-01 11:45,1.25,17908
536409,21116,1,2010-12-01 11:45,4.95,17908
536409,90199C,2,2010-12-01 11:45,6.35,17908
536409,22633,1,2010-12-01 11:45,2.1,17908
536409,22866,1,2010-12-01 11:45,2.1,17908
536409,22198,1,2010-12-01 11:45,1.65,17908
536409,21824,3,2010-12-01 11:45,1.45,17908
536409,21823,3,2010-12-01 11:45,1.45,17908
