Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1927972279,05/09/2016,,,,,,,,,,,,144,263
1927972279,05/10/2016,,,,,,,,,,,,144,263
1927972279,05/11/2016,,,,,,,,,,,,144,263
1927972279,05/12/2016,,,,,,,,,,,,966,1383
2022484408,04/12/2016,11875,8.341525879,8.341525879,,3.399999428,0.769999989,4.262288818,,42,14,227,1157,239
2022484408,4/13/2016,1224,8.5,8.5,,2.99953674,0.1149116,5.499998474,,43,5,292,11,261
2022484408,4/14/2016,169,7.5,7.5,,2.48197349,0.299999934,4.821716614,,32,3,257,1148,2312
2022484408,4/15/2016,1134,8.29999733,8.29999733,,1.94572246,0.312384186,5.78298834,,27,9,282,1122,2525
2022484408,4/16/2016,11,7.915258789,7.915258789,,3.159536743,0.551192928,3.39149417,,41,11,151,1237,2177
2022484408,4/17/2016,15112,11.39999962,11.39999962,,3.869999886,0.662622644,6.881144492,,28,29,331,152,2782
2022484408,4/18/2016,14131,1.699996948,1.699996948,,3.64149417,0.119999997,6.31973486,,48,3,311,178,277
2022484408,4/19/2016,11548,8.529999733,8.529999733,,3.289999962,0.239999995,5,,31,7,25,1152,2489
2022484408,4/20/2016,15112,1.67762939,1.67762939,,3.339999914,1.929999948,5.49536743,,48,63,276,153,2897
2022484408,4/21/2016,12453,8.739999771,8.739999771,,3.329999924,1.11143511,4.399999428,,14,53,255,128,3158
2022484408,4/22/2016,12954,9.329999924,9.329999924,,4.429999828,0.419999987,4.469999792,,52,1,273,115,2638
2022484408,4/23/2016,61,4.213814697,4.213814697,,,,4.213814697,,,,249,1191,269
2022484408,4/24/2016,13481,1.279999733,1.279999733,,4.551973486,1.149999976,4.579999924,,37,26,216,1161,2529
2022484408,4/25/2016,11369,8.122888184,8.122888184,,3.329999924,0.219999999,4.463814697,,44,8,217,1171,247
2022484408,4/26/2016,1119,7.19572246,7.19572246,,1.429999948,0.662622644,5.111335144,,55,24,275,186,2793
2022484408,4/27/2016,1159,7.131144492,7.131144492,,1.399999619,0.972861229,5.119999886,,19,2,282,1119,2463
2022484408,4/28/2016,114,7.119999886,7.119999886,,0.499999964,1.334291534,5.389999866,,6,2,291,1123,2296
2022484408,4/29/2016,1245,7.19572246,7.19572246,,0.479999989,1.213814697,5.5,,21,4,281,198,2611
2022484408,4/30/2016,18387,12.99999847,12.99999847,,0.939999998,1.399999976,1.569999695,,13,23,361,143,2732
2022484408,05/01/2016,1538,7.49536743,7.49536743,,1.94572246,0.959999979,4.5,,25,28,245,1142,238
2022484408,05/02/2016,1379,7.289999962,7.289999962,,2.69999896,0.343576279,4.329999924,,36,8,277,1119,2473
2022484408,05/03/2016,12183,8.739999771,8.739999771,,3.99953674,0.46834465,4.28298834,,72,14,25,114,2752
2022484408,05/04/2016,11768,8.289999962,8.289999962,,2.599999946,0.937152557,4.849999946,,36,27,272,115,2649
2022484408,05/05/2016,11895,8.353814697,8.353814697,,2.789999962,0.861435115,4.699999893,,55,2,253,1112,269
2022484408,05/06/2016,1227,7.179999828,7.179999828,,1.87476837,0.671668931,4.639999866,,24,17,295,114,2498
2022484408,05/07/2016,678,4.713814697,4.713814697,,1.61143511,0.799999982,3.199999893,,2,2,149,1269,1995
2022484408,05/08/2016,3292,2.399999428,2.399999428,,,,2.399999428,,,,135,135,1848
2022484408,05/09/2016,13379,9.393433228,9.393433228,,2.119999886,1.629999995,5.639999866,,35,47,297,161,279
2022484408,05/10/2016,12798,8.979999542,8.979999542,,2.22286123,1.213814697,5.559999943,,57,28,271,184,2797
2022484408,05/11/2016,13272,9.319999695,9.319999695,,4.179999828,1.149999976,3.99953674,,58,25,224,1133,2544
2022484408,05/12/2016,9117,6.499998474,6.499998474,,1.279999971,0.671668931,4.44572246,,16,16,236,728,1853
2026352035,04/12/2016,4414,2.74953674,2.74953674,,0.189999998,0.349999994,2.24768372,,3,8,181,76,1459
2026352035,4/13/2016,4993,3.999999463,3.999999463,,,,3.999999463,,,,238,663,1521
2026352035,4/14/2016,3335,2.699999332,2.699999332,,,,2.499999523,,,,197,653,1431
2026352035,4/15/2016,3821,2.369999886,2.369999886,,,,2.369999886,,,,188,687,1444
2026352035,4/16/2016,2547,1.584291534,1.584291534,,,,1.584291534,,,,15,728,1373
2026352035,4/17/2016,838,0.519999989,0.519999989,,,,0.519999989,,,,6,153,1214
2026352035,4/18/2016,3325,2.599999428,2.599999428,,,,2.599999428,,,,182,162,1419
2026352035,4/19/2016,2424,1.5,1.5,,,,1.5,,,,141,785,1356
2026352035,4/20/2016,7222,4.48197349,4.48197349,,,,4.48197349,,,,327,623,1667
2026352035,4/21/2016,2467,1.529999971,1.529999971,,,,1.529999971,,,,153,749,137
2026352035,4/22/2016,2915,1.899999428,1.899999428,,,,1.899999428,,,,162,712,1399
2026352035,4/23/2016,12357,7.713814697,7.713814697,,,,7.713814697,,,,432,458,1916
2026352035,4/24/2016,349,2.16858369,2.16858369,,,,2.16858369,,,,164,74,141
2026352035,4/25/2016,617,3.73197349,3.73197349,,,,3.73197349,,,,26,821,1576
2026352035,4/26/2016,5933,3.68667572,3.68667572,,,,3.68667572,,,,288,118,1595
2026352035,4/27/2016,688,3.769999989,3.769999989,,,,3.769999989,,,,286,586,1593
2026352035,4/28/2016,6375,3.954768372,3.954768372,,,,3.954768372,,,,331,626,1649
2026352035,4/29/2016,764,4.713814697,4.713814697,,,,4.713814697,,,,352,492,1692
2026352035,4/30/2016,4729,2.93667572,2.93667572,,,,2.93667572,,,,233,594,156
2026352035,05/01/2016,369,2.279999971,2.279999971,,,,2.279999971,,,,191,716,1447
2026352035,05/02/2016,718,4.349999946,4.349999946,,,,4.349999946,,,,355,716,169
2026352035,05/03/2016,5992,3.72286123,3.72286123,,,,3.72286123,,,,34,981,164
2026352035,05/04/2016,6564,4.717166138,4.717166138,,,,4.717166138,,,,345,53,1658
2026352035,05/05/2016,12167,7.539999962,7.539999962,,,,7.539999962,,,,475,479,1926
2026352035,05/06/2016,8198,5.799999238,5.799999238,,,,5.799999238,,,,383,511,1736
2026352035,05/07/2016,4193,2.599999946,2.599999946,,,,2.599999946,,,,229,665,1491
2026352035,05/08/2016,5528,3.454768372,3.454768372,,,,3.454768372,,,,258,61,1555
2026352035,05/09/2016,1685,6.619999886,6.619999886,,,,6.599999946,,,,41,543,1869
2026352035,05/10/2016,254,0.159999996,0.159999996,,,,0.159999996,,,,17,12,1141
2026352035,05/11/2016,858,5.321716614,5.321716614,,,,5.321716614,,,,33,569,1698
2026352035,05/12/2016,8891,5.512288818,5.512288818,,,,5.512288818,,,,343,33,1364
2320127002,04/12/2016,1725,7.489999771,7.489999771,,1.169999958,0.312384186,6.122888184,,13,9,36,1112,2124
2320127002,4/13/2016,7275,4.99536743,4.99536743,,,,4.99536743,,,,335,115,23
2320127002,4/14/2016,3973,2.68667572,2.68667572,,,,2.68667572,,,,191,1249,1696
2320127002,4/15/2016,525,3.599999946,3.599999946,,,,3.599999946,,,,245,1195,181
2320127002,4/16/2016,557,3.41858369,3.41858369,,,,3.49536743,,,,195,1245,1724
2320127002,4/17/2016,6198,4.179999828,4.179999828,,,,4.179999828,,,,249,1191,1852
2320127002,4/18/2016,6559,4.427629395,4.427629395,,,0.259999995,4.139999866,,,7,26,1173,195
2320127002,4/19/2016,5997,4.399999619,4.399999619,,,0.379999995,3.66858369,,,11,228,121,1811
2320127002,4/20/2016,7192,4.849999946,4.849999946,,,0.499536743,4.341525879,,,11,283,1146,1922
2320127002,4/21/2016,344,2.289999962,2.289999962,,0.599999987,0.419999987,1.899999428,,1,1,127,132,161
2320127002,4/22/2016,5583,3.759999995,3.759999995,,,,3.759999995,,,,266,1174,1851
2320127002,4/23/2016,579,3.427629395,3.427629395,,,,3.427629395,,,,242,1129,184
2320127002,4/24/2016,4165,2.899999428,2.899999428,,,,2.799999952,,,,24,1236,1725
2320127002,4/25/2016,3588,2.427629395,2.427629395,,0.234172325,0.2298232,1.99953674,,3,5,152,128,1654
2320127002,4/26/2016,349,2.299999952,2.299999952,,,,2.299999952,,,,147,1293,1632
2320127002,4/27/2016,1715,1.159999967,1.159999967,,,,1.159999967,,,,82,1358,1481
2320127002,4/28/2016,1532,1.299999714,1.299999714,,,,1.299999714,,,,76,1364,1473
2320127002,4/29/2016,924,0.624768372,0.624768372,,,,0.624768372,,,,45,1395,141
2320127002,4/30/2016,4571,3.799999238,3.799999238,,,,3.699999332,,,,234,126,1779
2320127002,05/01/2016,772,0.519999989,0.519999989,,,,0.519999989,,,,4,14,143
2320127002,05/02/2016,3634,2.454768372,2.454768372,,0.361435115,0.299999934,1.879999995,,5,6,123,136,1613
2320127002,05/03/2016,7443,5.199999893,5.199999893,,1.49953674,0.374768372,3.16858369,,2,1,26,124,1878
2320127002,05/04/2016,121,0.812384186,0.812384186,,,,0.812384186,,,,52,1388,1426
2320127002,05/05/2016,522,3.599999946,3.599999946,,,0.389999986,3.19999896,,,11,223,126,178
2320127002,05/06/2016,4878,3.289999962,3.289999962,,,,3.289999962,,,,24,1236,1742
2320127002,05/07/2016,7379,4.969999792,4.969999792,,,,4.969999792,,,,319,1121,1972
2320127002,05/08/2016,5161,3.48197349,3.48197349,,,,3.47286123,,,,247,1193,1821
2320127002,05/09/2016,39,2.799999238,2.799999238,,,,2.799999238,,,,145,1295,163
2320127002,05/10/2016,6227,4.199999893,4.199999893,,,,4.199999893,,,,29,115,1899
2320127002,05/11/2016,6424,4.329999924,4.329999924,,,,4.329999924,,,,3,114,193
2320127002,05/12/2016,2661,1.789999962,1.789999962,,,,1.789999962,,,,128,83,1125
2347167796,04/12/2016,1113,6.829999924,6.829999924,,2,0.624768372,4.199999893,,28,13,32,964,2344
2347167796,4/13/2016,1352,7.122888184,7.122888184,,1.659999967,1.94572246,3.41858369,,19,32,195,676,238
2347167796,4/14/2016,1129,6.699999893,6.699999893,,0.199999996,2.74953674,3.94572246,,1,48,26,75,21
2347167796,4/15/2016,1465,6.927629395,6.927629395,,0.7298232,1.419999958,5.429999828,,1,24,284,72,2133
2347167796,4/16/2016,22244,15.79999924,15.79999924,,5.449999893,4.999999463,5.53298834,,66,72,268,968,267
2347167796,4/17/2016,5472,3.619999886,3.619999886,,0.799999982,0.28119293,3.259999995,,1,7,249,58,1882
2347167796,4/18/2016,8247,5.449999893,5.449999893,,0.792145767,0.861435115,3.789999962,,11,16,26,678,1944
2347167796,4/19/2016,6711,4.44572246,4.44572246,,,,4.44572246,,,7,382,648,2346
2347167796,4/20/2016,1999,7.269999989,7.269999989,,0.687152557,1.899999428,4.78298834,,11,43,269,111,2198
2347167796,4/21/2016,18,6.75,6.75,,1.852384186,1.529999971,3.381144492,,23,26,28,761,248
2347167796,4/22/2016,784,5.159999847,5.159999847,,0.562384186,1.679999948,2.927629395,,9,27,26,781,1946
2347167796,4/23/2016,1691,11.36999989,11.36999989,,2.779999971,1.454768372,7.159536743,,32,35,36,591,2629
2347167796,4/24/2016,9471,6.262288818,6.262288818,,,,6.262288818,,,,36,584,2187
2347167796,4/25/2016,9482,6.381144492,6.381144492,,1.269999989,0.519999989,4.599999946,,15,11,277,653,295
2347167796,4/26/2016,598,3.954768372,3.954768372,,,,3.954768372,,,,227,732,1861
2347167796,4/27/2016,11423,7.579999924,7.579999924,,1.86143511,0.4596464,5.321716614,,26,9,295,623,2194
2347167796,4/28/2016,5439,3.599999946,3.599999946,,,,3.599999946,,,,229,764,1854
2347167796,4/29/2016,42,0.299999993,0.299999993,,,,0.299999993,,,,4,2,43
2873212765,04/12/2016,8796,5.999998474,5.999998474,,0.199999994,0.937152557,4.881144492,,2,21,356,161,1982
2873212765,4/13/2016,7618,5.119999886,5.119999886,,,0.219999999,4.881144492,0.199999996,,8,44,128,24
2873212765,4/14/2016,791,5.321716614,5.321716614,,,,5.321716614,,,,331,119,1893
2873212765,4/15/2016,8482,5.699999893,5.699999893,,,,5.69572246,0.999999978,,,448,992,263
2873212765,4/16/2016,9685,6.659536743,6.659536743,,3.19999896,0.199999996,3.599999946,0.999999978,47,1,35,187,2148
2873212765,4/17/2016,2524,1.74768372,1.74768372,,,0.349999994,1.34333786,,,8,16,1272,1529
2873212765,4/18/2016,7762,5.239999771,5.239999771,,0.7298232,0.28119293,4.889999866,,1,6,311,1122,189
2873212765,4/19/2016,7948,5.369999886,5.369999886,,,,5.361335144,,,,389,151,1956
2873212765,4/20/2016,922,6.31973486,6.31973486,,1.599999946,0.119999997,4.659999847,0.999999978,22,5,378,135,294
2873212765,4/21/2016,8859,5.98197349,5.98197349,,0.129999995,0.374768372,5.469999792,0.999999978,2,1,371,157,197
2873212765,4/22/2016,7286,4.99536743,4.99536743,,0.46834465,,4.427629395,0.199999996,46,,366,128,2241
